,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_6167,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Midichloriaceae,NA,NA
ASV_6168,Bacteria,Pseudomonadota,Alphaproteobacteria,Defluviicoccales,NA,NA,NA
ASV_6169,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,NA
ASV_6170,Bacteria,Pseudomonadota,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,NA
ASV_6171,Bacteria,Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfocastanea,NA
ASV_6172,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,NA
ASV_6173,Bacteria,Bacillota,Bacilli,NA,NA,NA,NA
ASV_6174,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
ASV_6175,Bacteria,Pseudomonadota,Alphaproteobacteria,Ferrovibrionales,Ferrovibrionaceae,Ferrovibrio,NA
ASV_6176,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Pseudoxanthomonas,NA
ASV_6177,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Berkiella,NA
ASV_6178,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,NA,NA
ASV_6179,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,NA,NA,NA
ASV_6180,Bacteria,Actinomycetota,Actinobacteria,Frankiales,NA,NA,NA
ASV_6181,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,NA,NA
ASV_6182,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,DSSF69,NA
ASV_6183,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
ASV_6184,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylosarcina,NA
ASV_6185,Bacteria,Pseudomonadota,Alphaproteobacteria,Elsterales,Elsteraceae,Lacibacterium,NA
ASV_6186,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Oricola,NA
ASV_6187,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
ASV_6188,Bacteria,Pseudomonadota,Gammaproteobacteria,Ga0077536,NA,NA,NA
ASV_6189,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
ASV_6190,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,NA
ASV_6191,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Parachlamydiaceae,Neochlamydia,NA
ASV_6192,Bacteria,Ignavibacteriota,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,IheB3-7,NA
ASV_6193,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Tuwongella,NA
ASV_6194,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,NA
ASV_6195,Bacteria,Pseudomonadota,Gammaproteobacteria,Competibacterales,Competibacteraceae,Candidatus Competibacter,NA
ASV_6196,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,NA,NA
ASV_6197,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Candidatus Anammoximicrobium,NA
ASV_6198,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Parachlamydiaceae,Neochlamydia,NA
ASV_6199,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cereibacter,NA
ASV_6200,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASV_6201,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,NA
ASV_6202,Bacteria,Bacillota,Bacilli,Izemoplasmatales,Izemoplasmataceae,NA,NA
ASV_6203,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,UCG-004,NA
ASV_6204,Bacteria,Bacillota,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax,NA
ASV_6205,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Saccharedens,NA
ASV_6206,Bacteria,Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus,NA
ASV_6207,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,NA,NA
ASV_6208,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,UCG-004,NA
ASV_6209,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASV_6210,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA,NA
ASV_6211,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,RBG-16-49-21,NA
ASV_6212,Bacteria,Patescibacteria,Dojkabacteria,NA,NA,NA,NA
ASV_6213,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASV_6214,Bacteria,Patescibacteria,ABY1,Candidatus Magasanikbacteria,NA,NA,NA
ASV_6215,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,NA
ASV_6216,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter,NA
ASV_6217,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Rheinheimera,NA
ASV_6218,Bacteria,Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Nevskiaceae,Panacagrimonas,NA
ASV_6219,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
ASV_6220,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,NA
ASV_6221,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,NA,NA
ASV_6222,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,NA
ASV_6223,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hirschia,NA
ASV_6224,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
ASV_6225,Bacteria,Myxococcota,Polyangiia,Polyangiales,Phaselicystaceae,Phaselicystis,NA
ASV_6226,Bacteria,Cyanobacteriota,Sericytochromatia,NA,NA,NA,NA
ASV_6227,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae,NA,NA
ASV_6228,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Aurantimicrobium,NA
ASV_6229,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Novispirillum,NA
ASV_6230,Bacteria,Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Nevskiaceae,NA,NA
ASV_6231,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,NA
ASV_6232,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA,NA
ASV_6233,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,NA
ASV_6234,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Thalassobacillus,NA
ASV_6235,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA
ASV_6236,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
ASV_6237,Bacteria,Pseudomonadota,Alphaproteobacteria,NA,NA,NA,NA
ASV_6238,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,NA
ASV_6239,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,NA,NA
ASV_6240,Bacteria,Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Nevskiaceae,Panacagrimonas,NA
ASV_6241,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Parachlamydiaceae,Neochlamydia,NA
ASV_6242,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,NA
ASV_6243,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,NA,NA
ASV_6244,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV_6245,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Cavicella,NA
ASV_6246,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
ASV_6247,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Parachlamydiaceae,Neochlamydia,NA
ASV_6248,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechlorobacter,NA
ASV_6249,Bacteria,Actinomycetota,Actinobacteria,PeM15,NA,NA,NA
ASV_6250,Bacteria,Cyanobacteriota,Cyanobacteriia,Chloroplast,NA,NA,NA
ASV_6251,Bacteria,Pseudomonadota,Alphaproteobacteria,Azospirillales,Azospirillaceae,Niveispirillum,NA
ASV_6252,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Parachlamydiaceae,Neochlamydia,NA
ASV_6253,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,NA
ASV_6254,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,NA,NA
ASV_6255,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Fuscovulum,NA
ASV_6256,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_6257,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus,NA
ASV_6258,Bacteria,Bacillota,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,NA
ASV_6259,Bacteria,Pseudomonadota,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA,NA
ASV_6260,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix,NA
ASV_6261,Bacteria,Cyanobacteriota,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Candidatus Obscuribacter,NA
ASV_6262,Bacteria,Myxococcota,Polyangiia,Nannocystales,Nannocystaceae,Nannocystis,NA
ASV_6263,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Rectinema,NA
ASV_6264,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NA,NA,NA
ASV_6265,Bacteria,Bacillota,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax,NA
ASV_6266,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae,OM27 clade,NA
ASV_6267,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,NA
ASV_6268,Bacteria,Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus Soleaferrea,NA
ASV_6269,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloterricola,NA
ASV_6270,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,NA,NA
ASV_6271,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,NA
ASV_6272,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,oc32,NA
ASV_6273,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Inhella,NA
ASV_6274,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,NA
ASV_6275,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter,NA
ASV_6276,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,NA
ASV_6277,Bacteria,Pseudomonadota,Alphaproteobacteria,Kiloniellales,Fodinicurvataceae,NA,NA
ASV_6278,Bacteria,Pseudomonadota,Gammaproteobacteria,Ga0077536,NA,NA,NA
ASV_6279,Bacteria,Actinomycetota,Actinobacteria,PeM15,NA,NA,NA
ASV_6280,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,NA
ASV_6281,Bacteria,Patescibacteria,ABY1,Candidatus Uhrbacteria,NA,NA,NA
ASV_6282,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,NA
ASV_6283,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,NA,NA
ASV_6284,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Parachlamydiaceae,Neochlamydia,NA
ASV_6285,Bacteria,Pseudomonadota,Alphaproteobacteria,NA,NA,NA,NA
ASV_6286,Bacteria,Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Nevskiaceae,NA,NA
ASV_6287,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,NA
ASV_6288,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA
ASV_6289,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13,NA
ASV_6290,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,NA,NA
ASV_6291,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Saccharedens,NA
ASV_6292,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Fuscovulum,NA
ASV_6293,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosaetaceae,Methanothrix,NA
ASV_6294,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudohongiella,NA
ASV_6295,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Midichloriaceae,NA,NA
ASV_6296,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,NA
ASV_6297,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae,NA,NA
ASV_6298,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Aurantimicrobium,NA
ASV_6299,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,NA
ASV_6300,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Arenimonas,NA
ASV_6301,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria,NA
ASV_6302,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,NA
ASV_6303,Bacteria,NA,NA,NA,NA,NA,NA
ASV_6304,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,NA
ASV_6305,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Parachlamydiaceae,Neochlamydia,NA
ASV_6306,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Ancylobacter,NA
ASV_6307,Bacteria,Bacillota,Bacilli,Izemoplasmatales,Izemoplasmataceae,NA,NA
ASV_6308,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_6309,Bacteria,Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfocastanea,NA
ASV_6310,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA
ASV_6311,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,C1-B045,NA
ASV_6312,Bacteria,Pseudomonadota,Alphaproteobacteria,Defluviicoccales,NA,NA,NA
ASV_6313,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_6314,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,NA
ASV_6315,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Zoogloea,NA
ASV_6316,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
ASV_6317,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Castellaniella,NA
ASV_6318,Bacteria,Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Nevskiaceae,Hydrocarboniphaga,NA
ASV_6319,Bacteria,Pseudomonadota,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,NA
ASV_6320,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA,NA
ASV_6321,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Dyella,NA
ASV_6322,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix,NA
ASV_6323,Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA,NA
ASV_6324,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,UCG-004,NA
ASV_6325,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,NA,NA
ASV_6326,Bacteria,Patescibacteria,Dojkabacteria,NA,NA,NA,NA
ASV_6327,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,NA
ASV_6328,Bacteria,Thermodesulfobacteriota,Desulfomonilia,Desulfomonilales,Desulfomonilaceae,Desulfomonile,NA
ASV_6329,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Parachlamydiaceae,Candidatus Rubidus,NA
ASV_6330,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,HdN1,NA
ASV_6331,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,NA,NA
ASV_6332,Bacteria,Bacillota,Bacilli,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,NA
ASV_6333,Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA,NA
ASV_6334,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV_6335,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_6336,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Midichloriaceae,NA,NA
ASV_6337,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Bradymonadales,NA,NA,NA
ASV_6338,Bacteria,Patescibacteria,ABY1,Candidatus Uhrbacteria,NA,NA,NA
ASV_6339,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Parachlamydiaceae,Neochlamydia,NA
ASV_6340,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Aurantimicrobium,NA
ASV_6341,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NA,NA,NA
ASV_6342,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA,NA
ASV_6343,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,NA,NA,NA
ASV_6344,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,NA,NA
ASV_6345,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
ASV_6346,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV_6347,Bacteria,SAR324 clade(Marine group B),Incertae Sedis,Incertae Sedis,Incertae Sedis,Candidatus Nitrosoarchaeum,NA
ASV_6348,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASV_6349,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,NA,NA
ASV_6350,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,NA,NA,NA
ASV_6351,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Bradymonadales,NA,NA,NA
ASV_6352,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,NA
ASV_6353,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,NA
ASV_6354,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,NA,NA
ASV_6355,Bacteria,Bacillota,Desulfitobacteriia,Desulfitobacteriales,NA,NA,NA
ASV_6356,Bacteria,Bacillota,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,NA
ASV_6357,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7x,NA
ASV_6358,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Rheinheimera,NA
ASV_6359,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,NA
ASV_6360,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,NA
ASV_6361,Bacteria,Pseudomonadota,Alphaproteobacteria,NA,NA,NA,NA
ASV_6362,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Ancylobacter,polymorphus
ASV_6363,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
ASV_6364,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Oscillatoriaceae,Planktothricoides SR001,raciborskii
ASV_6365,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
ASV_6366,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Simkaniaceae,Ga0074140,NA
ASV_6367,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,NA,NA
ASV_6368,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,cheonhonense
ASV_6369,Bacteria,Pseudomonadota,Alphaproteobacteria,NA,NA,NA,NA
ASV_6370,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,NA,NA
ASV_6371,Bacteria,Pseudomonadota,Alphaproteobacteria,Ferrovibrionales,Ferrovibrionaceae,Ferrovibrio,NA
ASV_6372,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,NA
ASV_6373,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,oc32,NA
ASV_6374,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,NA
ASV_6375,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Parachlamydiaceae,NA,NA
ASV_6376,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,NA
ASV_6377,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Brachymonas,denitrificans
ASV_6378,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Neisseriaceae,NA,NA
ASV_6379,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV_6380,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA,NA
ASV_6381,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,NA,NA,NA
ASV_6382,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Arenimonas,NA
ASV_6383,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,SH3-11,NA
ASV_6384,Bacteria,Cyanobacteriota,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Candidatus Obscuribacter,NA
ASV_6385,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,37-13,NA,NA
ASV_6386,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,NA
ASV_6387,Bacteria,Bacillota,Bacilli,Izemoplasmatales,Izemoplasmataceae,NA,NA
ASV_6388,Bacteria,Bacillota,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,NA,NA
ASV_6389,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,NA
ASV_6390,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,NA,NA
ASV_6391,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,NA,NA,NA
ASV_6392,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
ASV_6393,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Rheinheimera,NA
ASV_6394,Bacteria,Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Nevskiaceae,Hydrocarboniphaga,NA
ASV_6395,Bacteria,Myxococcota,Polyangiia,Polyangiales,Sandaracinaceae,NA,NA
ASV_6396,Bacteria,Pseudomonadota,Gammaproteobacteria,Competibacterales,Competibacteraceae,Plasticicumulans,NA
ASV_6397,Bacteria,Chlorobiota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,NA
ASV_6398,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Oceanobacter,NA
ASV_6399,Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Saccharofermentans,NA
ASV_6400,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,JGI-0000079-D21,NA
ASV_6401,Bacteria,Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Nevskiaceae,NA,NA
ASV_6402,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,NA,NA
ASV_6403,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV_6404,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,NA
ASV_6405,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Arenimonas,NA
ASV_6406,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA
ASV_6407,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae,OM27 clade,NA
ASV_6408,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Tabrizicola,NA
ASV_6409,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Roseimarinus,NA
ASV_6410,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,RS25G,NA
